text/value/0/0/0,text/value/0/0/1,text/value/0/1/0,text/value/0/1/1,text/value/0/2/0,text/value/0/2/1,text/value/0/3/0,text/value/0/3/1,text/id,text/key
3.413545,50.947306,3.413545,51.030319,3.610861,51.030319,3.610861,50.947306,1012351747275272192,Thu Jun 28 15:07:19 +0000 2018
4.203967,50.464925,4.203967,50.521869,4.281462,50.521869,4.281462,50.464925,1012351771027689472,Thu Jun 28 15:07:25 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012351777822396416,Thu Jun 28 15:07:27 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012351778283810816,Thu Jun 28 15:07:27 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012351828174999552,Thu Jun 28 15:07:39 +0000 2018
4.530052,51.148481,4.530052,51.236256,4.643686,51.236256,4.643686,51.148481,1012351831836647424,Thu Jun 28 15:07:39 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012351839189323776,Thu Jun 28 15:07:41 +0000 2018
4.420633,50.834146,4.420633,50.902448,4.536174,50.902448,4.536174,50.834146,1012351867274301441,Thu Jun 28 15:07:48 +0000 2018
4.347341,50.800721,4.347341,50.84062,4.403387,50.84062,4.403387,50.800721,1012351876354985984,Thu Jun 28 15:07:50 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012351888648560642,Thu Jun 28 15:07:53 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012351899490816001,Thu Jun 28 15:07:56 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012351902762393600,Thu Jun 28 15:07:56 +0000 2018
4.347341,50.800721,4.347341,50.84062,4.403387,50.84062,4.403387,50.800721,1012351953538609153,Thu Jun 28 15:08:08 +0000 2018
1.555009,49.969036,1.555009,51.088771,4.230801,51.088771,4.230801,49.969036,1012351979459350529,Thu Jun 28 15:08:15 +0000 2018
4.620162,50.700749,4.620162,50.797742,4.750417,50.797742,4.750417,50.700749,1012351996723113985,Thu Jun 28 15:08:19 +0000 2018
3.016796,50.600805,3.016796,50.657143,3.126381,50.657143,3.126381,50.600805,1012352011285745665,Thu Jun 28 15:08:22 +0000 2018
3.579764,50.979531,3.579764,51.187961,3.84936,51.187961,3.84936,50.979531,1012352025559003142,Thu Jun 28 15:08:26 +0000 2018
4.355066,50.67104,4.355066,50.736273,4.442246,50.736273,4.442246,50.67104,1012352033083408384,Thu Jun 28 15:08:27 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352047126142978,Thu Jun 28 15:08:31 +0000 2018
3.854673,50.377735,3.854673,50.513848,4.085155,50.513848,4.085155,50.377735,1012352060610826241,Thu Jun 28 15:08:34 +0000 2018
5.815478,50.433711,5.815478,50.511517,5.931881,50.511517,5.931881,50.433711,1012352095821946880,Thu Jun 28 15:08:42 +0000 2018
4.35771,50.843414,4.35771,50.881595,4.412512,50.881595,4.412512,50.843414,1012352097394647052,Thu Jun 28 15:08:43 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352105888313344,Thu Jun 28 15:08:45 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352107561840640,Thu Jun 28 15:08:45 +0000 2018
5.866357,47.270127,5.866357,55.056823,15.041854,55.056823,15.041854,47.270127,1012352146170314753,Thu Jun 28 15:08:54 +0000 2018
1.555009,49.969036,1.555009,51.088771,4.230801,51.088771,4.230801,49.969036,1012352148997312513,Thu Jun 28 15:08:55 +0000 2018
4.420633,50.834146,4.420633,50.902448,4.536174,50.902448,4.536174,50.834146,1012352160527417345,Thu Jun 28 15:08:58 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352202101403648,Thu Jun 28 15:09:08 +0000 2018
4.35578,50.847138,4.35578,50.860209,4.384889,50.860209,4.384889,50.847138,1012352223328833543,Thu Jun 28 15:09:13 +0000 2018
2.995373,50.393349,2.995373,50.411919,3.104445,50.411919,3.104445,50.393349,1012352223584686080,Thu Jun 28 15:09:13 +0000 2018
4.420633,50.834146,4.420633,50.902448,4.536174,50.902448,4.536174,50.834146,1012352263367602176,Thu Jun 28 15:09:22 +0000 2018
5.866357,47.270127,5.866357,55.056823,15.041854,55.056823,15.041854,47.270127,1012352272427307008,Thu Jun 28 15:09:24 +0000 2018
3.879097,50.214027,3.879097,50.24223,3.927373,50.24223,3.927373,50.214027,1012352305142919169,Thu Jun 28 15:09:32 +0000 2018
5.866357,47.270127,5.866357,55.056823,15.041854,55.056823,15.041854,47.270127,1012352317348286464,Thu Jun 28 15:09:35 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352319369961472,Thu Jun 28 15:09:36 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352338051428353,Thu Jun 28 15:09:40 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352345177575425,Thu Jun 28 15:09:42 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352353742225408,Thu Jun 28 15:09:44 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352380271292417,Thu Jun 28 15:09:50 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352409203507201,Thu Jun 28 15:09:57 +0000 2018
4.372659,50.47538,4.372659,50.564687,4.513065,50.564687,4.513065,50.47538,1012352410755317760,Thu Jun 28 15:09:57 +0000 2018
4.530052,51.148481,4.530052,51.236256,4.643686,51.236256,4.643686,51.148481,1012352460760010752,Thu Jun 28 15:10:09 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352468431220736,Thu Jun 28 15:10:11 +0000 2018
5.895459,50.818364,5.895459,50.936387,6.026377,50.936387,6.026377,50.818364,1012352471845560320,Thu Jun 28 15:10:12 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352525041786880,Thu Jun 28 15:10:25 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352548127281152,Thu Jun 28 15:10:30 +0000 2018
4.632015,50.790991,4.632015,50.852402,4.746429,50.852402,4.746429,50.790991,1012352553537941507,Thu Jun 28 15:10:32 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012352564745162752,Thu Jun 28 15:10:34 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352618864226304,Thu Jun 28 15:10:47 +0000 2018
3.747029,50.810058,3.747029,50.918338,3.866798,50.918338,3.866798,50.810058,1012352631019319297,Thu Jun 28 15:10:50 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352639907106816,Thu Jun 28 15:10:52 +0000 2018
4.218084,51.143464,4.218084,51.377649,4.498296,51.377649,4.498296,51.143464,1012352641328910336,Thu Jun 28 15:10:52 +0000 2018
4.515227,50.8561,4.515227,50.934849,4.614839,50.934849,4.614839,50.8561,1012352647494537217,Thu Jun 28 15:10:54 +0000 2018
5.866357,47.270127,5.866357,55.056823,15.041854,55.056823,15.041854,47.270127,1012352667149111296,Thu Jun 28 15:10:59 +0000 2018
4.41609,50.878718,4.41609,50.926073,4.469601,50.926073,4.469601,50.878718,1012352667744657411,Thu Jun 28 15:10:59 +0000 2018
3.57493,51.168136,3.57493,51.249292,3.66516,51.249292,3.66516,51.168136,1012352692461719552,Thu Jun 28 15:11:05 +0000 2018
-5.141593,41.364659,-5.141593,51.088771,9.559831,51.088771,9.559831,41.364659,1012352730000777217,Thu Jun 28 15:11:14 +0000 2018
4.313989,50.796328,4.313989,50.913706,4.436947,50.913706,4.436947,50.796328,1012352740746506242,Thu Jun 28 15:11:16 +0000 2018
4.71558,50.897161,4.71558,50.963085,4.871996,50.963085,4.871996,50.897161,1012352744643092480,Thu Jun 28 15:11:17 +0000 2018
5.63885,50.803763,5.63885,50.911724,5.762897,50.911724,5.762897,50.803763,1012352760229122051,Thu Jun 28 15:11:21 +0000 2018
